	board	digit	filled	type	x	y
5032	2.2.0000003004010000	1	2	row	2	0
5033	2.2.4000030000002000	1	2	column	2	0
5034	2.2.0000000002040030	1	2	row	2	0
5035	2.2.4000003000002000	1	2	column	2	0
5036	2.2.0300000000240000	1	2	row	2	0
5037	2.2.4000003000001000	1	2	column	2	0
5038	2.2.0000000004200003	1	2	row	2	0
5039	2.2.0030100000004000	1	2	column	2	0
5040	2.2.0000000001400003	1	2	row	2	0
5041	2.2.2000400000000003	1	2	column	2	0
5042	2.2.2000000300001000	1	2	column	2	0
5043	2.2.0003000002400000	1	2	row	2	0
5044	2.2.1000030000004000	1	2	column	2	0
5045	2.2.0030000004010000	1	2	row	2	0
5046	2.2.1000200000000030	1	2	column	2	0
5047	2.2.0030000001020000	1	2	row	2	0
5048	2.2.1000400000000030	1	2	column	2	0
5049	2.2.1000200000000003	1	2	column	2	0
5050	2.2.0000030000240000	1	2	row	2	0
5051	2.2.1000003000002000	1	2	column	2	0
5052	2.2.0000003002040000	1	2	row	2	0
5053	2.2.2000003000001000	1	2	column	2	0
5054	2.2.0000030000210000	1	2	row	2	0
5055	2.2.4000000300002000	1	2	column	2	0
5056	2.2.0000000004020030	1	2	row	2	0
5057	2.2.0000000301400000	1	2	row	2	0
5058	2.2.0000003002010000	1	2	row	2	0
5059	2.2.0300000000120000	1	2	row	2	0
5060	2.2.0030000001040000	1	2	row	2	0
5061	2.2.4000000300001000	1	2	column	2	0
5062	2.2.1000000300002000	1	2	column	2	0
5063	2.2.0300000000210000	1	2	row	2	0
5064	2.2.0300000000140000	1	2	row	2	0
5065	2.2.1000000300004000	1	2	column	2	0
5066	2.2.0300000000410000	1	2	row	2	0
5067	2.2.4000100000000030	1	2	column	2	0
5068	2.2.0000000301200000	1	2	row	2	0
5069	2.2.4000200000000003	1	2	column	2	0
5070	2.2.0000003001040000	1	2	row	2	0
5071	2.2.0300100000004000	1	2	column	2	0
5072	2.2.0300000000420000	1	2	row	2	0
5073	2.2.0030400000001000	1	2	column	2	0
5074	2.2.0000000004100003	1	2	row	2	0
5075	2.2.0000000002400003	1	2	row	2	0
5076	2.2.2000100000000003	1	2	column	2	0
5077	2.2.0000000304100000	1	2	row	2	0
5078	2.2.0300400000001000	1	2	column	2	0
5079	2.2.0000000304200000	1	2	row	2	0
5080	2.2.0000030000410000	1	2	row	2	0
5081	2.2.0030400000002000	1	2	column	2	0
5082	2.2.0000030000420000	1	2	row	2	0
5083	2.2.0300100000002000	1	2	column	2	0
5084	2.2.0003000004200000	1	2	row	2	0
5085	2.2.4000200000000030	1	2	column	2	0
5086	2.2.0000000001200003	1	2	row	2	0
5087	2.2.0300200000004000	1	2	column	2	0
5088	2.2.0030200000004000	1	2	column	2	0
5089	2.2.2000400000000030	1	2	column	2	0
5090	2.2.0000000004010030	1	2	row	2	0
5091	2.2.4000030000001000	1	2	column	2	0
5092	2.2.0003200000001000	1	2	column	2	0
5093	2.2.0030100000002000	1	2	column	2	0
5094	2.2.0000000001020030	1	2	row	2	0
5095	2.2.0000000302400000	1	2	row	2	0
5096	2.2.2000003000004000	1	2	column	2	0
5097	2.2.0000003001020000	1	2	row	2	0
5098	2.2.0003100000002000	1	2	column	2	0
5099	2.2.1000030000002000	1	2	column	2	0
5100	2.2.2000100000000030	1	2	column	2	0
5101	2.2.0030000002010000	1	2	row	2	0
5102	2.2.0000000002100003	1	2	row	2	0
5103	2.2.2000030000001000	1	2	column	2	0
5104	2.2.0000030000120000	1	2	row	2	0
5105	2.2.0003200000004000	1	2	column	2	0
5106	2.2.0300400000002000	1	2	column	2	0
5107	2.2.0000030000140000	1	2	row	2	0
5108	2.2.0003400000002000	1	2	column	2	0
5109	2.2.0000000001040030	1	2	row	2	0
5110	2.2.0000003004020000	1	2	row	2	0
5111	2.2.4000100000000003	1	2	column	2	0
5112	2.2.0030200000001000	1	2	column	2	0
5113	2.2.0000000302100000	1	2	row	2	0
5114	2.2.0030000004020000	1	2	row	2	0
5115	2.2.0003000002100000	1	2	row	2	0
5116	2.2.2000000300004000	1	2	column	2	0
5117	2.2.1000400000000003	1	2	column	2	0
5118	2.2.0003000001200000	1	2	row	2	0
5119	2.2.0300200000001000	1	2	column	2	0
5120	2.2.0003000001400000	1	2	row	2	0
5121	2.2.0030000002040000	1	2	row	2	0
5122	2.2.0003100000004000	1	2	column	2	0
5123	2.2.0000000002010030	1	2	row	2	0
5124	2.2.0003000004100000	1	2	row	2	0
5125	2.2.0003400000001000	1	2	column	2	0
5126	2.2.2000030000004000	1	2	column	2	0
5127	2.2.0000000003420000	1	3	row	2	0
5128	2.2.3000200000004000	1	3	column	2	0
5129	2.2.0000000004230000	1	3	row	2	0
5130	2.2.2000300000004000	1	3	column	2	0
5131	2.2.3000400000002000	1	3	column	2	0
5132	2.2.0000000003240000	1	3	row	2	0
5133	2.2.4000200000003000	1	3	column	2	0
5134	2.2.0000000004320000	1	3	row	2	0
5135	2.2.2000400000003000	1	3	column	2	0
5136	2.2.4000300000002000	1	3	column	2	0
5137	2.2.0000000002340000	1	3	row	2	0
5138	2.2.0000000002430000	1	3	row	2	0
5139	2.2.0000000003410000	1	3	row	2	0
5140	2.2.4000300000001000	1	3	column	2	0
5141	2.2.0000000001430000	1	3	row	2	0
5142	2.2.4000100000003000	1	3	column	2	0
5143	2.2.0000000004130000	1	3	row	2	0
5144	2.2.0000000003140000	1	3	row	2	0
5145	2.2.1000400000003000	1	3	column	2	0
5146	2.2.1000300000004000	1	3	column	2	0
5147	2.2.3000400000001000	1	3	column	2	0
5148	2.2.0000000004310000	1	3	row	2	0
5149	2.2.0000000001340000	1	3	row	2	0
5150	2.2.3000100000004000	1	3	column	2	0
5151	2.2.0000000002140000	1	3	row	2	0
5152	2.2.2000100000004000	1	3	column	2	0
5153	2.2.0000000004210000	1	3	row	2	0
5154	2.2.4000100000002000	1	3	column	2	0
5155	2.2.0000000001420000	1	3	row	2	0
5156	2.2.0000000002410000	1	3	row	2	0
5157	2.2.2000400000001000	1	3	column	2	0
5158	2.2.0000000001240000	1	3	row	2	0
5159	2.2.1000400000002000	1	3	column	2	0
5160	2.2.0000000004120000	1	3	row	2	0
5161	2.2.4000200000001000	1	3	column	2	0
5162	2.2.1000200000004000	1	3	column	2	0
5163	2.2.0010100000040000	1	1	row	2	1
5164	2.2.1000001000000200	1	1	column	2	1
5165	2.2.0000001020000001	1	1	row	2	1
5166	2.2.0001020000000010	1	1	column	2	1
5167	2.2.1000000000200001	1	1	row	2	1
5168	2.2.0300100000000010	1	1	column	2	1
5169	2.2.1000001000020000	1	1	row	2	1
5170	2.2.1000001000000400	1	1	column	2	1
5171	2.2.0000100000200001	1	1	row	2	1
5172	2.2.0300000100000010	1	1	column	2	1
5173	2.2.0000100000400001	1	1	row	2	1
5174	2.2.1000000000020010	1	1	row	2	1
5175	2.2.0001040000000010	1	1	column	2	1
5176	2.2.0000100000030010	1	1	row	2	1
5177	2.2.0010040000000001	1	1	column	2	1
5178	2.2.0001000040000010	1	1	row	2	1
5179	2.2.1000001000030000	1	1	row	2	1
5180	2.2.1000000000000200	1	1	column	2	1
5181	2.2.0000000030000001	1	1	row	2	1
5182	2.2.0400001000000001	1	1	column	2	1
5183	2.2.0010100000030000	1	1	row	2	1
5184	2.2.0010100000000300	1	1	column	2	1
5185	2.2.0010100000000400	1	1	column	2	1
5186	2.2.1000000000300001	1	1	row	2	1
5187	2.2.0400000100000010	1	1	column	2	1
5188	2.2.1000000000000400	1	1	column	2	1
5189	2.2.0000000140000010	1	1	row	2	1
5190	2.2.1000001000000300	1	1	column	2	1
5191	2.2.0010100000020000	1	1	row	2	1
5192	2.2.0000001040000001	1	1	row	2	1
5193	2.2.0000000040000001	1	1	row	2	1
5194	2.2.1000040000000001	1	1	column	2	1
5195	2.2.0000000120000010	1	1	row	2	1
5196	2.2.0400100000000010	1	1	column	2	1
5197	2.2.1000000000040010	1	1	row	2	1
5198	2.2.1000000100400000	1	1	row	2	1
5199	2.2.0010030000000001	1	1	column	2	1
5200	2.2.1000001000040000	1	1	row	2	1
5201	2.2.0001100000300000	1	1	row	2	1
5202	2.2.0000000130000010	1	1	row	2	1
5203	2.2.1000000100000200	1	1	column	2	1
5204	2.2.0300100000000001	1	1	column	2	1
5205	2.2.0400100000000001	1	1	column	2	1
5206	2.2.1000000100000400	1	1	column	2	1
5207	2.2.0010000040000001	1	1	row	2	1
5208	2.2.0001100000200000	1	1	row	2	1
5209	2.2.0000001030000001	1	1	row	2	1
5210	2.2.0200000100000010	1	1	column	2	1
5211	2.2.1000000100200000	1	1	row	2	1
5212	2.2.1000030000000010	1	1	column	2	1
5213	2.2.1000030000000001	1	1	column	2	1
5214	2.2.0001100000400000	1	1	row	2	1
5215	2.2.0000100000000200	1	1	column	2	1
5216	2.2.0000000020000001	1	1	row	2	1
5217	2.2.0001100000000200	1	1	column	2	1
5218	2.2.0001100000000300	1	1	column	2	1
5219	2.2.0000000020000010	1	1	row	2	1
5220	2.2.0010000020000001	1	1	row	2	1
5221	2.2.1000000000000300	1	1	column	2	1
5222	2.2.0000100000300001	1	1	row	2	1
5223	2.2.1000020000000010	1	1	column	2	1
5224	2.2.0010020000000001	1	1	column	2	1
5225	2.2.0000100000040010	1	1	row	2	1
5226	2.2.0200100000000010	1	1	column	2	1
5227	2.2.0000000030000010	1	1	row	2	1
5228	2.2.0000100000000300	1	1	column	2	1
5229	2.2.1000040000000010	1	1	column	2	1
5230	2.2.1000000100300000	1	1	row	2	1
5231	2.2.1000000100000300	1	1	column	2	1
5232	2.2.0300001000000001	1	1	column	2	1
5233	2.2.0000000040000010	1	1	row	2	1
5234	2.2.0200001000000001	1	1	column	2	1
5235	2.2.1000020000000001	1	1	column	2	1
5236	2.2.0010000030000001	1	1	row	2	1
5237	2.2.0200100000000001	1	1	column	2	1
5238	2.2.0001000020000010	1	1	row	2	1
5239	2.2.0000100000000400	1	1	column	2	1
5240	2.2.0000100000020010	1	1	row	2	1
5241	2.2.0001030000000010	1	1	column	2	1
5242	2.2.0001000030000010	1	1	row	2	1
5243	2.2.1000000000030010	1	1	row	2	1
5244	2.2.0010100000000200	1	1	column	2	1
5245	2.2.0001100000000400	1	1	column	2	1
5246	2.2.1000000000400001	1	1	row	2	1
5247	2.2.0020000030000002	1	1	row	2	1
5248	2.2.0100002000000002	1	1	column	2	1
5249	2.2.0020200000040000	1	1	row	2	1
5250	2.2.0002200000000100	1	1	column	2	1
5251	2.2.0002200000300000	1	1	row	2	1
5252	2.2.0020030000000002	1	1	column	2	1
5253	2.2.0400002000000002	1	1	column	2	1
5254	2.2.0002000030000020	1	1	row	2	1
5255	2.2.2000040000000002	1	1	column	2	1
5256	2.2.0000200000030020	1	1	row	2	1
5257	2.2.2000002000000300	1	1	column	2	1
5258	2.2.0020000010000002	1	1	row	2	1
5259	2.2.0002000040000020	1	1	row	2	1
5260	2.2.0020200000000300	1	1	column	2	1
5261	2.2.2000000200400000	1	1	row	2	1
5262	2.2.0000200000100002	1	1	row	2	1
5263	2.2.0000000240000020	1	1	row	2	1
5264	2.2.0020200000000400	1	1	column	2	1
5265	2.2.0020200000030000	1	1	row	2	1
5266	2.2.0002040000000020	1	1	column	2	1
5267	2.2.0000200000400002	1	1	row	2	1
5268	2.2.2000010000000020	1	1	column	2	1
5269	2.2.2000000200000100	1	1	column	2	1
5270	2.2.0000002040000002	1	1	row	2	1
5271	2.2.2000000200000300	1	1	column	2	1
5272	2.2.2000002000040000	1	1	row	2	1
5273	2.2.2000000200000400	1	1	column	2	1
5274	2.2.0000200000300002	1	1	row	2	1
5275	2.2.0002010000000020	1	1	column	2	1
5276	2.2.2000000000000300	1	1	column	2	1
5277	2.2.0000000210000020	1	1	row	2	1
5278	2.2.0300002000000002	1	1	column	2	1
5279	2.2.2000002000030000	1	1	row	2	1
5280	2.2.0100000200000020	1	1	column	2	1
5281	2.2.2000000000400002	1	1	row	2	1
5282	2.2.0020200000010000	1	1	row	2	1
5283	2.2.0100200000000002	1	1	column	2	1
5284	2.2.0002200000100000	1	1	row	2	1
5285	2.2.0020000040000002	1	1	row	2	1
5286	2.2.2000030000000002	1	1	column	2	1
5287	2.2.0000200000000100	1	1	column	2	1
5288	2.2.0000000030000002	1	1	row	2	1
5289	2.2.0002000010000020	1	1	row	2	1
5290	2.2.2000010000000002	1	1	column	2	1
5291	2.2.0000200000010020	1	1	row	2	1
5292	2.2.0300000200000020	1	1	column	2	1
5293	2.2.2000000200100000	1	1	row	2	1
5294	2.2.0000002010000002	1	1	row	2	1
5295	2.2.0100200000000020	1	1	column	2	1
5296	2.2.2000002000010000	1	1	row	2	1
5297	2.2.0020010000000002	1	1	column	2	1
5298	2.2.0400200000000020	1	1	column	2	1
5299	2.2.2000000000030020	1	1	row	2	1
5300	2.2.2000000000000100	1	1	column	2	1
5301	2.2.2000000000040020	1	1	row	2	1
5302	2.2.0400000200000020	1	1	column	2	1
5303	2.2.2000030000000020	1	1	column	2	1
5304	2.2.0002200000400000	1	1	row	2	1
5305	2.2.0000200000000400	1	1	column	2	1
5306	2.2.0000000010000002	1	1	row	2	1
5307	2.2.2000000200300000	1	1	row	2	1
5308	2.2.0300200000000002	1	1	column	2	1
5309	2.2.0000000040000002	1	1	row	2	1
5310	2.2.0000000010000020	1	1	row	2	1
5311	2.2.2000000000000400	1	1	column	2	1
5312	2.2.2000000000300002	1	1	row	2	1
5313	2.2.2000002000000100	1	1	column	2	1
5314	2.2.0020200000000100	1	1	column	2	1
5315	2.2.2000000000010020	1	1	row	2	1
5316	2.2.0020040000000002	1	1	column	2	1
5317	2.2.0000000230000020	1	1	row	2	1
5318	2.2.0002030000000020	1	1	column	2	1
5319	2.2.2000000000100002	1	1	row	2	1
5320	2.2.0000200000040020	1	1	row	2	1
5321	2.2.0002200000000300	1	1	column	2	1
5322	2.2.0300200000000020	1	1	column	2	1
5323	2.2.0000000040000020	1	1	row	2	1
5324	2.2.2000040000000020	1	1	column	2	1
5325	2.2.0400200000000002	1	1	column	2	1
5326	2.2.0000200000000300	1	1	column	2	1
5327	2.2.0000000030000020	1	1	row	2	1
5328	2.2.0000002030000002	1	1	row	2	1
5329	2.2.2000002000000400	1	1	column	2	1
5330	2.2.0002200000000400	1	1	column	2	1
5331	2.2.0000300000400003	1	1	row	2	1
5332	2.2.0003020000000030	1	1	column	2	1
5333	2.2.3000000300400000	1	1	row	2	1
5334	2.2.0100000300000030	1	1	column	2	1
5335	2.2.0000000020000003	1	1	row	2	1
5336	2.2.0100300000000030	1	1	column	2	1
5337	2.2.0003300000100000	1	1	row	2	1
5338	2.2.3000010000000030	1	1	column	2	1
5339	2.2.0003000040000030	1	1	row	2	1
5340	2.2.3000040000000003	1	1	column	2	1
5341	2.2.0000003040000003	1	1	row	2	1
5342	2.2.3000000000000100	1	1	column	2	1
5343	2.2.3000000300200000	1	1	row	2	1
5344	2.2.0030300000040000	1	1	row	2	1
5345	2.2.0003300000000100	1	1	column	2	1
5346	2.2.0000300000200003	1	1	row	2	1
5347	2.2.3000000000000200	1	1	column	2	1
5348	2.2.0000000040000003	1	1	row	2	1
5349	2.2.0030040000000003	1	1	column	2	1
5350	2.2.0030010000000003	1	1	column	2	1
5351	2.2.0000300000040030	1	1	row	2	1
5352	2.2.3000040000000030	1	1	column	2	1
5353	2.2.0000000020000030	1	1	row	2	1
5354	2.2.3000000000000400	1	1	column	2	1
5355	2.2.0030300000000200	1	1	column	2	1
5356	2.2.0400300000000003	1	1	column	2	1
5357	2.2.3000003000000400	1	1	column	2	1
5358	2.2.3000000000020030	1	1	row	2	1
5359	2.2.0200003000000003	1	1	column	2	1
5360	2.2.0030000010000003	1	1	row	2	1
5361	2.2.0003040000000030	1	1	column	2	1
5362	2.2.3000000000040030	1	1	row	2	1
5363	2.2.0100003000000003	1	1	column	2	1
5364	2.2.3000003000020000	1	1	row	2	1
5365	2.2.0003000010000030	1	1	row	2	1
5366	2.2.0400000300000030	1	1	column	2	1
5367	2.2.0003000020000030	1	1	row	2	1
5368	2.2.0400300000000030	1	1	column	2	1
5369	2.2.3000000300100000	1	1	row	2	1
5370	2.2.3000000000200003	1	1	row	2	1
5371	2.2.0400003000000003	1	1	column	2	1
5372	2.2.0003300000000200	1	1	column	2	1
5373	2.2.0000000010000030	1	1	row	2	1
5374	2.2.0000300000020030	1	1	row	2	1
5375	2.2.0000000040000030	1	1	row	2	1
5376	2.2.0003010000000030	1	1	column	2	1
5377	2.2.3000003000040000	1	1	row	2	1
5378	2.2.3000000300000200	1	1	column	2	1
5379	2.2.0030300000000100	1	1	column	2	1
5380	2.2.3000003000010000	1	1	row	2	1
5381	2.2.0200300000000030	1	1	column	2	1
5382	2.2.0003300000400000	1	1	row	2	1
5383	2.2.0000300000000200	1	1	column	2	1
5384	2.2.0000300000000400	1	1	column	2	1
5385	2.2.3000003000000100	1	1	column	2	1
5386	2.2.0200300000000003	1	1	column	2	1
5387	2.2.0000000010000003	1	1	row	2	1
5388	2.2.0100300000000003	1	1	column	2	1
5389	2.2.3000010000000003	1	1	column	2	1
5390	2.2.3000000000400003	1	1	row	2	1
5391	2.2.0200000300000030	1	1	column	2	1
5392	2.2.0030020000000003	1	1	column	2	1
5393	2.2.0000300000100003	1	1	row	2	1
5394	2.2.3000000300000100	1	1	column	2	1
5395	2.2.3000020000000030	1	1	column	2	1
5396	2.2.3000003000000200	1	1	column	2	1
5397	2.2.0030300000020000	1	1	row	2	1
5398	2.2.0000000310000030	1	1	row	2	1
5399	2.2.0030000040000003	1	1	row	2	1
5400	2.2.0003300000200000	1	1	row	2	1
5401	2.2.0030300000000400	1	1	column	2	1
5402	2.2.0003300000000400	1	1	column	2	1
5403	2.2.0000003010000003	1	1	row	2	1
5404	2.2.0000300000000100	1	1	column	2	1
5405	2.2.0000000320000030	1	1	row	2	1
5406	2.2.3000000300000400	1	1	column	2	1
5407	2.2.3000000000010030	1	1	row	2	1
5408	2.2.0000003020000003	1	1	row	2	1
5409	2.2.0000300000010030	1	1	row	2	1
5410	2.2.0030000020000003	1	1	row	2	1
5411	2.2.0030300000010000	1	1	row	2	1
5412	2.2.3000020000000003	1	1	column	2	1
5413	2.2.3000000000100003	1	1	row	2	1
5414	2.2.0000000340000030	1	1	row	2	1
5415	2.2.0001000040200000	1	2	row	2	1
5416	2.2.0001030000000200	1	2	column	2	1
5417	2.2.0010000040030000	1	2	row	2	1
5418	2.2.0300020000000001	1	2	column	2	1
5419	2.2.0010000020040000	1	2	row	2	1
5420	2.2.0001030000000400	1	2	column	2	1
5421	2.2.0010000030020000	1	2	row	2	1
5422	2.2.0300001000000400	1	2	column	2	1
5423	2.2.0000100000420000	1	2	row	2	1
5424	2.2.0010020000000300	1	2	column	2	1
5425	2.2.0000000130200000	1	2	row	2	1
5426	2.2.0300001000000200	1	2	column	2	1
5427	2.2.0000100000430000	1	2	row	2	1
5428	2.2.0200000100000300	1	2	column	2	1
5429	2.2.0000000020040010	1	2	row	2	1
5430	2.2.0400001000000200	1	2	column	2	1
5431	2.2.0000000040020010	1	2	row	2	1
5432	2.2.0400030000000010	1	2	column	2	1
5433	2.2.0000000030020010	1	2	row	2	1
5434	2.2.0001040000000200	1	2	column	2	1
5435	2.2.1000000000230000	1	2	row	2	1
5436	2.2.0400020000000001	1	2	column	2	1
5437	2.2.1000040000000200	1	2	column	2	1
5438	2.2.0000001020030000	1	2	row	2	1
5439	2.2.0001000020400000	1	2	row	2	1
5440	2.2.1000020000000400	1	2	column	2	1
5441	2.2.0000100000230000	1	2	row	2	1
5442	2.2.0000000020400001	1	2	row	2	1
5443	2.2.0001000030400000	1	2	row	2	1
5444	2.2.0300040000000010	1	2	column	2	1
5445	2.2.0200100000000400	1	2	column	2	1
5446	2.2.0000000030200001	1	2	row	2	1
5447	2.2.1000030000000200	1	2	column	2	1
5448	2.2.0000100000340000	1	2	row	2	1
5449	2.2.0001000040300000	1	2	row	2	1
5450	2.2.0200040000000010	1	2	column	2	1
5451	2.2.0000000140300000	1	2	row	2	1
5452	2.2.0200030000000001	1	2	column	2	1
5453	2.2.0000001030040000	1	2	row	2	1
5454	2.2.0000001020040000	1	2	row	2	1
5455	2.2.0200001000000400	1	2	column	2	1
5456	2.2.0400030000000001	1	2	column	2	1
5457	2.2.0200100000000300	1	2	column	2	1
5458	2.2.0000000130400000	1	2	row	2	1
5459	2.2.1000000000340000	1	2	row	2	1
5460	2.2.0200030000000010	1	2	column	2	1
5461	2.2.1000000000430000	1	2	row	2	1
5462	2.2.0000000030040010	1	2	row	2	1
5463	2.2.0400000100000300	1	2	column	2	1
5464	2.2.1000000000240000	1	2	row	2	1
5465	2.2.0000100000320000	1	2	row	2	1
5466	2.2.1000000000320000	1	2	row	2	1
5467	2.2.0000000030400001	1	2	row	2	1
5468	2.2.0000000040200001	1	2	row	2	1
5469	2.2.0300100000000400	1	2	column	2	1
5470	2.2.0300000100000400	1	2	column	2	1
5471	2.2.0001000020300000	1	2	row	2	1
5472	2.2.0200001000000300	1	2	column	2	1
5473	2.2.0000001030020000	1	2	row	2	1
5474	2.2.0000000120400000	1	2	row	2	1
5475	2.2.0200040000000001	1	2	column	2	1
5476	2.2.0000000040300001	1	2	row	2	1
5477	2.2.0000000020030010	1	2	row	2	1
5478	2.2.0400000100000200	1	2	column	2	1
5479	2.2.0000001040030000	1	2	row	2	1
5480	2.2.0200000100000400	1	2	column	2	1
5481	2.2.0001000030200000	1	2	row	2	1
5482	2.2.0400100000000300	1	2	column	2	1
5483	2.2.0300040000000001	1	2	column	2	1
5484	2.2.0400100000000200	1	2	column	2	1
5485	2.2.0400020000000010	1	2	column	2	1
5486	2.2.0300000100000200	1	2	column	2	1
5487	2.2.1000000000420000	1	2	row	2	1
5488	2.2.0000001040020000	1	2	row	2	1
5489	2.2.0000100000240000	1	2	row	2	1
5490	2.2.0010040000000300	1	2	column	2	1
5491	2.2.0010000030040000	1	2	row	2	1
5492	2.2.0300100000000200	1	2	column	2	1
5493	2.2.1000020000000300	1	2	column	2	1
5494	2.2.0001020000000400	1	2	column	2	1
5495	2.2.0000000140200000	1	2	row	2	1
5496	2.2.0010000020030000	1	2	row	2	1
5497	2.2.0001040000000300	1	2	column	2	1
5498	2.2.1000030000000400	1	2	column	2	1
5499	2.2.0010020000000400	1	2	column	2	1
5500	2.2.0010000040020000	1	2	row	2	1
5501	2.2.0300020000000010	1	2	column	2	1
5502	2.2.1000040000000300	1	2	column	2	1
5503	2.2.0000000020300001	1	2	row	2	1
5504	2.2.0000000120300000	1	2	row	2	1
5505	2.2.0001020000000300	1	2	column	2	1
5506	2.2.0010040000000200	1	2	column	2	1
5507	2.2.0400001000000300	1	2	column	2	1
5508	2.2.0010030000000400	1	2	column	2	1
5509	2.2.0000000040030010	1	2	row	2	1
5510	2.2.0010030000000200	1	2	column	2	1
5511	2.2.0000002010030000	1	2	row	2	1
5512	2.2.0100030000000020	1	2	column	2	1
5513	2.2.0000000240100000	1	2	row	2	1
5514	2.2.0002040000000300	1	2	column	2	1
5515	2.2.2000000000340000	1	2	row	2	1
5516	2.2.2000010000000300	1	2	column	2	1
5517	2.2.0020000010040000	1	2	row	2	1
5518	2.2.0300010000000020	1	2	column	2	1
5519	2.2.0000002030040000	1	2	row	2	1
5520	2.2.0300000200000400	1	2	column	2	1
5521	2.2.0000200000130000	1	2	row	2	1
5522	2.2.0000200000310000	1	2	row	2	1
5523	2.2.0002030000000100	1	2	column	2	1
5524	2.2.0000002040030000	1	2	row	2	1
5525	2.2.0300040000000002	1	2	column	2	1
5526	2.2.0100000200000300	1	2	column	2	1
5527	2.2.0002000040300000	1	2	row	2	1
5528	2.2.0020040000000100	1	2	column	2	1
5529	2.2.0000000040100002	1	2	row	2	1
5530	2.2.0300010000000002	1	2	column	2	1
5531	2.2.0000000030040020	1	2	row	2	1
5532	2.2.0000000230100000	1	2	row	2	1
5533	2.2.0400010000000002	1	2	column	2	1
5534	2.2.0400002000000300	1	2	column	2	1
5535	2.2.0000000210400000	1	2	row	2	1
5536	2.2.2000000000410000	1	2	row	2	1
5537	2.2.0100030000000002	1	2	column	2	1
5538	2.2.0000200000140000	1	2	row	2	1
5539	2.2.0100040000000020	1	2	column	2	1
5540	2.2.0400030000000002	1	2	column	2	1
5541	2.2.0020000030010000	1	2	row	2	1
5542	2.2.2000040000000100	1	2	column	2	1
5543	2.2.0000000030400002	1	2	row	2	1
5544	2.2.0100040000000002	1	2	column	2	1
5545	2.2.2000000000140000	1	2	row	2	1
5546	2.2.0000200000430000	1	2	row	2	1
5547	2.2.0002000040100000	1	2	row	2	1
5548	2.2.2000000000130000	1	2	row	2	1
5549	2.2.2000010000000400	1	2	column	2	1
5550	2.2.0400002000000100	1	2	column	2	1
5551	2.2.0100002000000300	1	2	column	2	1
5552	2.2.0000000010030020	1	2	row	2	1
5553	2.2.0000000040030020	1	2	row	2	1
5554	2.2.2000030000000100	1	2	column	2	1
5555	2.2.0000000040300002	1	2	row	2	1
5556	2.2.0002000010400000	1	2	row	2	1
5557	2.2.0020030000000400	1	2	column	2	1
5558	2.2.2000000000310000	1	2	row	2	1
5559	2.2.0100000200000400	1	2	column	2	1
5560	2.2.0000000240300000	1	2	row	2	1
5561	2.2.0400010000000020	1	2	column	2	1
5562	2.2.0020000030040000	1	2	row	2	1
5563	2.2.0400000200000300	1	2	column	2	1
5564	2.2.0002010000000400	1	2	column	2	1
5565	2.2.0400030000000020	1	2	column	2	1
5566	2.2.0000000210300000	1	2	row	2	1
5567	2.2.0400000200000100	1	2	column	2	1
5568	2.2.0300000200000100	1	2	column	2	1
5569	2.2.0002000030400000	1	2	row	2	1
5570	2.2.0000200000340000	1	2	row	2	1
5571	2.2.0002010000000300	1	2	column	2	1
5572	2.2.0000000040010020	1	2	row	2	1
5573	2.2.0000000030010020	1	2	row	2	1
5574	2.2.2000040000000300	1	2	column	2	1
5575	2.2.0002000030100000	1	2	row	2	1
5576	2.2.0000000010400002	1	2	row	2	1
5577	2.2.0002040000000100	1	2	column	2	1
5578	2.2.0100002000000400	1	2	column	2	1
5579	2.2.0002000010300000	1	2	row	2	1
5580	2.2.0000002030010000	1	2	row	2	1
5581	2.2.0000000030100002	1	2	row	2	1
5582	2.2.0300002000000100	1	2	column	2	1
5583	2.2.0020000040010000	1	2	row	2	1
5584	2.2.0020010000000300	1	2	column	2	1
5585	2.2.0000200000410000	1	2	row	2	1
5586	2.2.0000000010300002	1	2	row	2	1
5587	2.2.2000030000000400	1	2	column	2	1
5588	2.2.2000000000430000	1	2	row	2	1
5589	2.2.0100200000000300	1	2	column	2	1
5590	2.2.0020000040030000	1	2	row	2	1
5591	2.2.0020040000000300	1	2	column	2	1
5592	2.2.0020030000000100	1	2	column	2	1
5593	2.2.0002030000000400	1	2	column	2	1
5594	2.2.0000000230400000	1	2	row	2	1
5595	2.2.0400200000000300	1	2	column	2	1
5596	2.2.0300040000000020	1	2	column	2	1
5597	2.2.0300200000000400	1	2	column	2	1
5598	2.2.0000002040010000	1	2	row	2	1
5599	2.2.0000000010040020	1	2	row	2	1
5600	2.2.0020000010030000	1	2	row	2	1
5601	2.2.0300002000000400	1	2	column	2	1
5602	2.2.0400200000000100	1	2	column	2	1
5603	2.2.0300200000000100	1	2	column	2	1
5604	2.2.0100200000000400	1	2	column	2	1
5605	2.2.0020010000000400	1	2	column	2	1
5606	2.2.0000002010040000	1	2	row	2	1
5607	2.2.0000000310400000	1	2	row	2	1
5608	2.2.0400000300000200	1	2	column	2	1
5609	2.2.0030000010020000	1	2	row	2	1
5610	2.2.0030040000000200	1	2	column	2	1
5611	2.2.3000000000420000	1	2	row	2	1
5612	2.2.0030010000000200	1	2	column	2	1
5613	2.2.0000300000140000	1	2	row	2	1
